,축제명,축제주요내용
32,창덕궁 달빛기행 ,"['8', '8일', '일', '오후', '서울', '창덕궁', '돈화문', '앞', '달빛', '달빛기행', '기행', '특별', '특별행사', '행사', '참가자', '개문', '의식', '관람', '2019.10', '2019', '2019년', '년', '상반기', '부', '부용지', '용지', '문화재', '문화재청', '청', '제공', '올해', '하반기', '예', '예매가', '매가', '14', '14일', '2', '2시', '시', '진행', '궁', '궁능유적본부', '능', '유적', '본부', '본부장', '명', '한국', '한국문화재재단', '재단', '이사장', '진', '진옥섭', '옥섭', '오', '8월', '월', '22', '22일', '10', '10월', '27', '27일', '목', '일요일', '개최', '이', '이번', '번', '1', '1부제', '제', '9', '9월', '일', '8시', '10시', '시']"
33,창덕궁 달빛기행 ,"['8', '8일', '일', '오후', '서울', '창덕궁', '돈화문', '앞', '달빛', '달빛기행', '기행', '특별', '특별행사', '행사', '참가자', '개문', '의식', '관람', '2019.10', '2019', '2019년', '년', '상반기', '부', '부용지', '용지', '문화재', '문화재청', '청', '제공', '올해', '하반기', '예', '예매가', '매가', '14', '14일', '2', '2시', '시', '진행', '궁', '궁능유적본부', '능', '유적', '본부', '본부장', '명', '한국', '한국문화재재단', '재단', '이사장', '진', '진옥섭', '옥섭', '오', '8월', '월', '22', '22일', '10', '10월', '27', '27일', '목', '일요일', '개최', '이', '이번', '번', '1', '1부제', '제', '9', '9월', '일', '8시', '10시', '시']"
34,정동야행 ,"['정', '교수', '정동', '정동야행', '야행', '등', '2016', '2016년', '년', '시작', '문화재', '활용', '야간', '프로그램', '축제', '진주', '남강', '남강유', '유', '등축제', '소개', '앞', '기조', '기조발표', '발표', '다이', '중국', '중국관광연구원장', '관광', '연구원장', '야간경제', '경제', '동화', '동화약품', '약품', '10', '10월', '월', '25', '25일', '일', '26', '26일', '양일간', '서울', '중구', '일대', '2019', '참여', '이번', '시간', '시간여행', '여행', '을', '주제', '정동의', '동의', '근대', '역사', '문화', '조명', '서울특별', '서울특별시', '특별시', '시', '오후', '정동일대', '성황리', '개막', '은', '0', '1897', '테마', '개화기', '재']"
35,KYMF 대한민국청소년미디어대전 ,"['서울시', '14', '19', '19세', '세', '청소년', '대상', '저', '19회', '회', '대한', '대한민국', '민국', '미디어', '미디어대전', '대전', '공', '공모작', '모작', '접수', '주제', '사춘기', '영화', '다큐멘터리', '공익', '공익광고', '광고', '애니메이션', '사진', '웹', '웹툰', '툰', '등', '6', '6개', '개', '분야', '영상', '제작자', '탄생', '기대', '이하', '을', '개최', '올해', '19번째', '번째', '의', '특별', '특별주제', '나', '시작', '변화', '다', '주차', '주차장', '장', '서울', '서울시립청소년미디어', '시립', '센터', '서울시청', '시청', '다목적', '다목적홀', '홀', '여수', '여수밤바다', '밤바다', '불꽃', '불꽃축제', '축제', '전', '전남', '남', '여수', '여수시', '시', '이순신', '이순신광장', '광장', '일대', '목포', '문화', '문화재야행', '재야', '행', '목포', '목포시', '근대', '근대역사문화공원', '역사', '공원', '2019', '서울특별', '서울특별시', '특별시', '시', '중구', '2019.10', '24', '26', '은', '19년', '년', '자랑', '국내', '최대', '규모', '미디어제작', '제작', '뉴', '뉴시스', '시스', '18', '18일', '일', '20', '20일', '시민', '시민청', '청', '서울시립', '청소년미디어', '등지', '18회', '2018.10', '17', '제공']"
36,유진예술포차 ,"['0', '0서대문구', '서대', '문구', '구청장', '문', '문석진', '석진', '홍', '역', '일대', '지역', '지역경제', '경제', '활성화', '취지', '이달', '26', '26일', '일', '오후', '3', '3시', '시', '8', '8시', '유진', '유진상가', '상가', '옥상', '지역주민', '주민', '상인', '대학', '유진예술포차', '예술', '포차', '축제', '개최', '복고', '포스터', '사진', '사진제공', '제공', '서대문', '서대문구청', '구청', '서울', '서대문구', '구', '보라매', '보라매공원', '공원', '유진상가2층', '2', '층', '회', '회남재', '남', '재', '숲길', '걷기', '경남', '하동', '하동군', '군', '청학', '청학동', '동', '삼성', '삼성궁', '궁', '주차장', '대한', '청소년', '대한민국', '민국', '미디어', '미디어대전', '대전', '서울시립청소년미디어', '시립', '센터', '서울시청', '시청', '다목적', '다목적홀', '홀', '여수', '여수밤바다', '밤바다', '2019', '10.26', '1970', '1970년도', '년도', '진행', '뉴트', '감성', '예술컨텐츠', '컨텐츠', '야외', '야외포차', '페스티벌', '수제', '수제맥주', '맥주', '푸드', '푸드부스', '부스', '유트', '마켓', '콘서트', '공공', '공공미술', '미술', '프로젝트', '등', '배우', '문소리', '손숙', '오지호', '류', '류현경', '현경', '오', '오광록', '광', '록', '예리', '가수', '바다', '이기', '이기찬', '찬', '참석', '영화제', '14', '14일', '일주일', '동안', '강릉', '강릉아트센터', '아트', '강릉독립', '독립', '극장', '신영', '경포', '경포해변', '해변', '등지', '낙원', '낙원동', '식당', '합', '합천돼지국밥', '천', '돼지', '국밥', '손님', '3000', '3000원', '원', '장사', '창신', '창신동', '창신국밥', '사장', '소주', '이익', '강남', '전당']"
37,종로청년숲 ,"['청년', '청년사업가', '사업가', '판로', '지원', '운영', '종로', '종로청년숲', '숲', '창', '창작가', '작가', '예술가', '다양', '공예품', '패션', '소품', '등', '판매', '피크닉', '피크닉클럽', '클럽', '마켓', '디스크', '디스크골프', '골프', '궁', '볼', '공간', '수', '새', '스포츠', '서울시', '종로', '종로구', '구', '셀러', '수공예', '수공예품', '품', '계절', '만끽', '가을', '기획전', '10', '10월', '월', '청진', '청진공원', '공원', '개최', '20', '20일', '일', '26', '26일', '27', '27일', '10일', '11', '11일', '총', '은', '2018', '2018년', '년', '해', '동안', '1508', '1508회', '회', '트리플', '트리플래닛과의', '래닛', '과의', '협업', '이벤트', '반려', '반려나무', '나무', '분양', '미세', '미세먼지', '먼지', '방지', '만들기', '캠페인', '시민', '327', '327명', '명', '참여', '환경', '의']"
38,서울억새축제 ,"['가족', '가을', '휴가', '휴가지로', '지로', '아름', '억새', '억새축제', '축제', '추천', '입장료', '무료', '서울', '월드컵', '월드컵공원', '공원', '내', '하늘', '하늘공원', '유명', '지방', '순천만', '일대', '갈대숲', '조', '조성되', '성되', '풍경', '추억', '색색', '조명', '억', '억새', '새', '밭', '의', '야경', '감상', '수', '인생', '인생샷', '샷', '단풍', '단풍절정', '절정', '저', '18', '18회', '회', '서울억새축제', '23', '23일', '일', '마포', '마포구', '구', '을', '방문', '유모', '28', '씨', '사람', '억새밭', '귀퉁이', '한숨', '처음', '누']"
39,꽃길만 걸어요 ,"['1', '일', '일일', '일', '드라마', '꽃', '꽃길', '길', '가창', '제안', '한살', '한살차이', '차이', '이별', '분위기', '너', '하나', '녹음', '30', '30일', '음', '음원', '원', '발표', '신곡', '생각', '코리아', '시청률', '조사', '11', '11월', '월', '28', '28일', '지상파', '1위', '위', '일일연속극', '연속', '극', '15.1', '2', '2위', '일일', '일일드라마', '모녀', '10.2', '3', '3위', '한국인', '밥상', '9.1', '한']"
40,그랜드민트페스티벌 2019 (GMF 2,"['칭', '오가', '서울', '올림픽', '올림픽공원', '공원', '랜드', '민트', '페스티벌', '2019', '이하', '2', '2년', '년', '연속', '공식', '후원', '17', '17일', '일', '올해', '13', '13회', '회', '청명', '가을날', '잔디밭', '도심', '속', '여유', '음악', '모던', '신', '카드', '사장', '임영진', '19', '20', '20일', '열린', '메인', '후원사', '사', '참여', '국내', '최고', '페스티', '중', '하나', '데이', '데이브레이크', '브레이크', '로망스', '잔나비', '빈지', '빈지노', '노']"
41,성북진경축제 ,"['152', '152개', '개', '단체', '구성', '공유', '성북', '원탁회', '이', '바탕', '세계', '세계음식', '음식', '축제', '누리', '누리마실', '마실', '성북진경', '진경', '등', '풀뿌리', '민주', '민주주의', '주의', '기반', '지역', '의', '운영', '운영모델', '모델', '개발', '관내', '대학', '다양', '연계', '연계사업', '사업', '성북', '성북구', '구', '40', '40여개', '여', '프로그램', '서울', '27', '27일', '일', '2018', '성북진경축제', '성', '성북구', '북구', '구', '전역', '15', '15일', '올해', '7', '7회', '회', '사진', '역사', '문화', '예술', '생활', '고유', '포스터', '시사', '시사매거진', '매거진', '김', '김민수', '민수', '기자', '구청장', '이승', '성북문화재단', '재단', '10', '10월', '월', '13', '13일', '토', '개최', '지난해', '열린', '2017', '1933', '3', '3개', '집', '공연', '모습', '구청']"
42,마켓을 여행하다 ,"['랜드', '테일', '운영', '강', '강서점', '서점', '연말', '셀러', '참가', '랄랄', '랄랄라', '라', '마켓', '을', '개최', '블루', '블루펌', '펌', '은', '여행', '사랑', '엄마', '마음', '세계', '각국', '핸드', '핸드메이드', '메이드', '장인', '유니', '유니크한', '크한', '의류', '커피', '커피존', '존', '디저트', '디저트존', '향토', '향토음식존', '음식', '글로벌', '시식', '시식존', '파', '파머스', '머스', '등', '크리스마스', '느낌', '핵심', '콘텐츠', '한자리', '관광객', '도민', '특색', '제주', '제주미식', '미식', '고', '대표', '석', '석창현', '창현', '이', '기존', '모', '모하지', '하지', '플랫폼', '관광지', '입장권', '투어', '투어패스', '패스', '판매', '오픈', '불과', '통합', '기획', '상품', '구매', '수', '서비스', '셈', '모', '하나', '하나투어가', '투', '어가', '패키지', '하나투어', '1', '1월', '월', '소비자', '판매자', '연결', '전', '거래', '자유', '들', '인프라']"
43,여행페스타 ,"['하면', '국내', '여행', '0', '0기차표', '기차표', '수', '0이', '이', '1', '1만5000원', '만', '5000', '원', '티켓', '4000', '4000장', '장', '3', '3일', '일', '만', '매진', '올리브', '올리브영어워즈앤', '영어', '워즈', '앤', '페', '페스타', '스타', '이야기', '올리브영이', '영이', '창립', '20', '20주년', '주년', '29', '29일', '0서울', '서울', '성수동', '에스', '에스팩토리', '팩토리', '동', '개최', '2019', '워즈앤', '028', '028일', '0올리브영', '영', '02014', '02014년', '년', '투', '리얼', '뷰티', '주제', '이번', '행사', '03,000', '규모', '공간']"
44,마포나루 새우젓축제 ,"['사진', '사진제공', '제공', '마포', '마포구의회', '구', '의회', '서울', '마포', '마포구', '마포구의회', '구', '의장', '이필', '이필례', '례', '이민', '이민석', '석', '의원', '최근', '열린', '제', '제234회', '234', '회', '저', '2', '2차', '차', '정례회', '제1차', '1', '본회의', '5', '5분', '분', '자유', '자유발언', '발언', '마포나루', '나루', '새우젓', '축제', '세계적', '발전', '변화', '필요성', '분', '홍', '홍대', '대', '접목', '문화', '콘텐츠', '확립', '25', '25일', '일', '234회', '필요', '시점', '유', '유동균', '동', '균', '마포구청장', '청장', '외국인', '참여', '글로벌', '내년', '방문객', '발길', '수', '노력', '고', '이문', '이문현', '현', '기자', '뉴스', '뉴스토마토', '토마토', '박용', '100', '100년', '년', '전', '그때', '전국', '최고', '등급', '구매', '새우젓축제', '유동', '유동균', '재', '재12회', '12', '18', '18일', '20', '20일', '3']"
